point_id,x_fish,y_fish
0,559.978515625,869.35986328125
1,641.87109375,922.732177734375
2,714.4830932617188,969.7684936523438
3,779.0242309570312,1012.4249267578125
4,835.5704345703125,1049.3848876953125
5,884.821044921875,1081.1019287109375
6,928.0651245117188,1109.2818603515625
7,965.6341552734375,1134.06787109375
8,998.43017578125,1155.1737060546875
9,1028.1888427734375,1174.44189453125
10,1053.9259033203125,1190.5977783203125
11,1077.1468505859375,1205.2666015625
12,1098.1260986328125,1219.2393798828125
13,1116.4375,1230.3450927734375
14,518.1198120117188,990.2529907226562
15,609.0145263671875,1035.5390625
16,689.811767578125,1074.7154541015625
17,760.2901000976562,1109.6318359375
18,821.2171630859375,1139.3016357421875
19,873.7291259765625,1164.3099365234375
20,918.9293212890625,1186.1407470703125
21,958.4190063476562,1205.433349609375
22,993.44970703125,1222.703857421875
23,1023.8507080078125,1237.8509521484375
24,1050.731689453125,1250.6416015625
25,1074.5557861328125,1262.0601806640625
26,1095.7562255859375,1272.288818359375
27,1114.6953125,1281.4827880859375
28,483.31683349609375,1127.4775390625
29,583.5757446289062,1161.320068359375
30,670.2425537109375,1189.1551513671875
31,745.654052734375,1213.9991455078125
32,810.1640625,1234.6422119140625
33,865.2178344726562,1252.59521484375
34,912.8571166992188,1268.37158203125
35,953.7698364257812,1281.248779296875
36,989.4447021484375,1292.6065673828125
37,1021.0493774414062,1303.5306396484375
38,1048.177734375,1311.5596923828125
39,1072.7757568359375,1320.27734375
40,1094.043212890625,1326.572509765625
41,1113.53125,1333.634765625
42,460.6415100097656,1278.18994140625
43,567.0159912109375,1296.7623291015625
44,658.2368774414062,1310.9713134765625
45,736.9188232421875,1323.794921875
46,803.7462158203125,1333.98974609375
47,860.4407958984375,1343.9100341796875
48,909.3203125,1351.726318359375
49,951.085693359375,1358.5303955078125
50,987.8341064453125,1364.6239013671875
51,1019.5079956054688,1369.9322509765625
52,1046.600830078125,1374.4959716796875
53,1071.8603515625,1378.1263427734375
54,1093.607666015625,1381.883544921875
55,1113.2523193359375,1384.665771484375
56,452.66656494140625,1438.004638671875
57,561.0228271484375,1437.4810791015625
58,654.9454345703125,1437.8065185546875
59,734.78076171875,1437.356201171875
60,801.6414184570312,1438.3621826171875
61,859.6358642578125,1437.44677734375
62,908.8837280273438,1437.732177734375
63,950.406494140625,1438.0269775390625
64,987.3851318359375,1437.5723876953125
65,1019.617431640625,1437.979736328125
66,1046.78662109375,1437.54931640625
67,1072.08935546875,1437.953857421875
68,1093.87060546875,1437.6004638671875
69,1113.25634765625,1437.2611083984375
70,461.6689758300781,1597.69287109375
71,568.3442993164062,1579.29638671875
72,659.9000854492188,1564.137451171875
73,737.923583984375,1551.60205078125
74,804.8685913085938,1541.1251220703125
75,862.2656860351562,1531.315673828125
76,910.5152587890625,1523.09716796875
77,952.7473754882812,1516.0115966796875
78,988.979736328125,1510.742919921875
79,1020.9945678710938,1505.3548583984375
80,1048.3614501953125,1501.390869140625
81,1073.14990234375,1496.4482421875
82,1094.82177734375,1493.3603515625
83,1114.3873291015625,1490.5706787109375
84,485.7843322753906,1747.81884765625
85,586.0101318359375,1715.0850830078125
86,673.3731689453125,1685.7772216796875
87,748.4150390625,1662.1043701171875
88,813.0391235351562,1640.8472900390625
89,868.1348876953125,1622.814697265625
90,915.7538452148438,1607.3118896484375
91,956.5487670898438,1594.0125732421875
92,992.5238647460938,1582.33935546875
93,1023.583740234375,1572.192138671875
94,1050.8927001953125,1563.2335205078125
95,1075.3564453125,1555.9031982421875
96,1097.027099609375,1548.70654296875
97,1116.0577392578125,1542.2806396484375
98,521.2472534179688,1887.2337646484375
99,613.1199340820312,1841.5032958984375
100,693.474853515625,1801.8626708984375
101,764.5995483398438,1767.1539306640625
102,825.7359619140625,1737.4306640625
103,878.127197265625,1711.001220703125
104,923.791748046875,1688.947021484375
105,963.1124877929688,1669.9014892578125
106,997.5195922851562,1653.21435546875
107,1028.08056640625,1637.643798828125
108,1054.737548828125,1625.3880615234375
109,1078.31103515625,1613.8046875
110,1099.56494140625,1603.3428955078125
111,1118.5283203125,1593.930908203125
112,565.0428466796875,2010.4466552734375
113,647.8499755859375,1954.9722900390625
114,720.5855712890625,1906.411865234375
115,785.2831420898438,1864.6083984375
116,841.3348388671875,1827.378662109375
117,890.6472778320312,1795.6761474609375
118,933.7623291015625,1767.0640869140625
119,971.1600341796875,1742.146240234375
120,1004.5614624023438,1720.7318115234375
121,1034.0107421875,1701.7928466796875
122,1059.3931884765625,1685.2645263671875
123,1082.5863037109375,1670.2095947265625
124,1103.256591796875,1656.7041015625
125,1121.5118408203125,1645.2470703125
