point_id,x_fish,y_fish
0,559.8137817382812,869.2772216796875
1,641.4007568359375,922.308837890625
2,714.7039184570312,970.423828125
3,779.0264892578125,1012.8851318359375
4,835.534912109375,1049.0377197265625
5,884.677490234375,1081.2708740234375
6,928.1214599609375,1109.431396484375
7,965.415283203125,1133.3916015625
8,998.314697265625,1154.957763671875
9,1027.8885498046875,1173.831787109375
10,1053.5662841796875,1190.5977783203125
11,1077.1201171875,1205.3807373046875
12,1097.94970703125,1218.68798828125
13,1116.3916015625,1230.6881103515625
14,517.3572387695312,989.9730224609375
15,609.6575927734375,1035.17919921875
16,689.7386474609375,1075.193359375
17,760.7098999023438,1109.2392578125
18,821.271240234375,1139.1668701171875
19,873.7108764648438,1164.734619140625
20,919.0867309570312,1186.4486083984375
21,958.2608642578125,1205.6416015625
22,993.1424560546875,1223.01904296875
23,1023.3350830078125,1237.564697265625
24,1050.7681884765625,1250.9329833984375
25,1074.5364990234375,1261.9830322265625
26,1095.4931640625,1271.8717041015625
27,1114.333251953125,1281.58447265625
28,483.4272155761719,1128.263671875
29,583.5654907226562,1161.9794921875
30,670.2783813476562,1189.940673828125
31,745.9818725585938,1213.9295654296875
32,810.1492919921875,1234.953125
33,865.31640625,1252.5062255859375
34,912.6575927734375,1267.97216796875
35,953.8950805664062,1281.7437744140625
36,989.3807373046875,1292.9686279296875
37,1020.891845703125,1303.0924072265625
38,1048.0367431640625,1311.9603271484375
39,1072.708984375,1320.107177734375
40,1094.0174560546875,1327.25048828125
41,1113.5244140625,1333.84619140625
42,461.33087158203125,1278.8968505859375
43,566.0567016601562,1296.2208251953125
44,658.1696166992188,1311.0413818359375
45,737.00390625,1324.385009765625
46,803.6942749023438,1333.9061279296875
47,860.6004028320312,1343.4456787109375
48,909.2333374023438,1351.8682861328125
49,950.8709106445312,1358.3228759765625
50,987.6212158203125,1364.1507568359375
51,1019.14306640625,1369.2108154296875
52,1046.6773681640625,1374.4942626953125
53,1071.6832275390625,1377.7791748046875
54,1093.607177734375,1382.1441650390625
55,1112.920654296875,1384.564453125
56,453.0756530761719,1437.404541015625
57,561.6515502929688,1437.8594970703125
58,654.3753662109375,1437.5675048828125
59,734.55029296875,1437.81982421875
60,801.3084716796875,1438.3035888671875
61,859.7553100585938,1437.9306640625
62,908.9071044921875,1437.6859130859375
63,950.2733764648438,1437.466064453125
64,987.3051147460938,1437.3717041015625
65,1019.51416015625,1438.1392822265625
66,1046.7099609375,1437.8968505859375
67,1071.8009033203125,1437.73291015625
68,1093.808349609375,1437.514892578125
69,1113.1593017578125,1437.235595703125
70,462.10894775390625,1597.953369140625
71,567.986083984375,1579.504638671875
72,660.4959716796875,1563.946044921875
73,737.9069213867188,1551.059814453125
74,804.9730834960938,1541.2877197265625
75,862.1790771484375,1530.866455078125
76,910.3704833984375,1522.9671630859375
77,952.748291015625,1516.0672607421875
78,988.9986572265625,1510.9390869140625
79,1020.5543212890625,1505.53564453125
80,1048.5714111328125,1501.5035400390625
81,1073.086181640625,1497.0740966796875
82,1094.6041259765625,1493.785888671875
83,1114.261962890625,1490.7578125
84,485.58074951171875,1748.05859375
85,585.3671875,1715.63916015625
86,672.9668579101562,1686.167724609375
87,748.5538940429688,1662.0733642578125
88,812.6149291992188,1640.3966064453125
89,868.358642578125,1622.6263427734375
90,916.09326171875,1607.2598876953125
91,956.9793090820312,1593.8907470703125
92,992.5760498046875,1582.0953369140625
93,1023.653076171875,1572.473876953125
94,1050.809814453125,1563.0634765625
95,1075.05224609375,1555.3201904296875
96,1097.123291015625,1548.230224609375
97,1115.8272705078125,1542.58447265625
98,522.02490234375,1887.5701904296875
99,612.7435913085938,1841.343994140625
100,693.5933227539062,1801.6522216796875
101,764.6658935546875,1766.7987060546875
102,825.5280151367188,1737.77880859375
103,877.9749755859375,1711.4808349609375
104,923.8878173828125,1689.2996826171875
105,963.40283203125,1669.8907470703125
106,997.4251098632812,1652.819580078125
107,1028.22412109375,1638.2017822265625
108,1054.769775390625,1625.2449951171875
109,1078.5047607421875,1613.4962158203125
110,1099.7760009765625,1602.793212890625
111,1118.5419921875,1593.788818359375
112,564.9050903320312,2010.611083984375
113,647.7952880859375,1955.8929443359375
114,720.546142578125,1907.476318359375
115,785.18115234375,1864.3463134765625
116,841.0918579101562,1827.630615234375
117,890.4508666992188,1795.0025634765625
118,934.0076904296875,1766.9439697265625
119,971.18017578125,1742.42431640625
120,1004.387451171875,1720.3511962890625
121,1033.68603515625,1702.2366943359375
122,1059.4248046875,1685.2109375
123,1082.5462646484375,1670.4837646484375
124,1102.91748046875,1656.4346923828125
125,1121.31494140625,1644.9608154296875
